X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key,Incident_Rate,People_Tested,People_Hospitalized,UID,ISO3
-86.04051873,34.04567266,28,Alabama,US,2021/11/29 17:23:09+00,34.04567266,-86.04051873,20018,,517,,Etowah,01055,"Etowah, Alabama, US",19574.0603121211,,,84001055,USA
-87.73886638,33.72076938,29,Alabama,US,2021/11/29 17:23:09+00,33.72076938,-87.73886638,3303,,85,,Fayette,01057,"Fayette, Alabama, US",20261.3176297387,,,84001057,USA
-87.84289505,34.4423533400001,30,Alabama,US,2021/11/29 17:23:09+00,34.44235334,-87.84289505,6342,,108,,Franklin,01059,"Franklin, Alabama, US",20221.9246221542,,,84001059,USA
-85.83572839,31.09389027,31,Alabama,US,2021/11/29 17:23:09+00,31.09389027,-85.83572839,4642,,136,,Geneva,01061,"Geneva, Alabama, US",17669.6737847817,,,84001061,USA
-87.9568402199999,32.8550424700001,32,Alabama,US,2021/11/29 17:23:09+00,32.85504247,-87.95684022,1302,,45,,Greene,01063,"Greene, Alabama, US",16052.2746886944,,,84001063,USA
-87.63284988,32.76039258,33,Alabama,US,2021/11/29 17:23:09+00,32.76039258,-87.63284988,3183,,89,,Hale,01065,"Hale, Alabama, US",21725.4794894546,,,84001065,USA
-85.24267944,31.5114801600001,34,Alabama,US,2021/11/29 17:23:09+00,31.51148016,-85.24267944,3206,,66,,Henry,01067,"Henry, Alabama, US",18634.1179889567,,,84001067,USA
-85.2993959899999,31.1519792400001,35,Alabama,US,2021/11/29 17:23:09+00,31.15197924,-85.29939599,17731,,425,,Houston,01069,"Houston, Alabama, US",16746.0002644453,,,84001069,USA
-85.99750489,34.7814416900001,36,Alabama,US,2021/11/29 17:23:09+00,34.78144169,-85.99750489,10162,,194,,Jackson,01071,"Jackson, Alabama, US",19683.8802153953,,,84001071,USA
-86.8950629999999,33.55554728,37,Alabama,US,2021/11/29 17:23:09+00,33.55554728,-86.895063,116155,,2006,,Jefferson,01073,"Jefferson, Alabama, US",17637.3765702511,,,84001073,USA
-88.09668032,33.7799502400001,38,Alabama,US,2021/11/29 17:23:09+00,33.77995024,-88.09668032,2514,,53,,Lamar,01075,"Lamar, Alabama, US",18210.7931908729,,,84001075,USA
-87.65624729,34.90171875,39,Alabama,US,2021/11/29 17:23:09+00,34.90171875,-87.65624729,14989,,306,,Lauderdale,01077,"Lauderdale, Alabama, US",16164.3067433058,,,84001077,USA
-87.31069453,34.5204149800001,40,Alabama,US,2021/11/29 17:23:09+00,34.52041498,-87.31069453,4826,,129,,Lawrence,01079,"Lawrence, Alabama, US",14658.0002429838,,,84001079,USA
-85.3513224599999,32.6015488300001,41,Alabama,US,2021/11/29 17:23:09+00,32.60154883,-85.35132246,25562,,263,,Lee,01081,"Lee, Alabama, US",15535.2432813507,,,84001081,USA
-86.98310072,34.81185586,42,Alabama,US,2021/11/29 17:23:09+00,34.81185586,-86.98310072,16148,,218,,Limestone,01083,"Limestone, Alabama, US",16325.127634838,,,84001083,USA
-86.65158371,32.1597283,43,Alabama,US,2021/11/29 17:23:09+00,32.1597283,-86.65158371,1781,,68,,Lowndes,01085,"Lowndes, Alabama, US",18311.7417232161,,,84001085,USA
-85.69267724,32.38759944,44,Alabama,US,2021/11/29 17:23:09+00,32.38759944,-85.69267724,2448,,64,,Macon,01087,"Macon, Alabama, US",13548.8155855656,,,84001087,USA
-86.5506963299999,34.7632713300001,45,Alabama,US,2021/11/29 17:23:09+00,34.76327133,-86.55069633,53307,,732,,Madison,01089,"Madison, Alabama, US",14294.9084092902,,,84001089,USA
-87.78796182,32.2476763400001,46,Alabama,US,2021/11/29 17:23:09+00,32.24767634,-87.78796182,3424,,93,,Marengo,01091,"Marengo, Alabama, US",18151.9376557281,,,84001091,USA
-87.88704173,34.1369736300001,47,Alabama,US,2021/11/29 17:23:09+00,34.13697363,-87.88704173,5406,,130,,Marion,01093,"Marion, Alabama, US",18196.5061092598,,,84001093,USA
-86.30486727,34.36975964,48,Alabama,US,2021/11/29 17:23:09+00,34.36975964,-86.30486727,18782,,316,,Marshall,01095,"Marshall, Alabama, US",19408.1054828776,,,84001095,USA
-88.2084240899999,30.7847234700001,49,Alabama,US,2021/11/29 17:23:09+00,30.78472347,-88.20842409,74211,,1380,,Mobile,01097,"Mobile, Alabama, US",17959.6331163331,,,84001097,USA
-87.36995001,31.56729412,50,Alabama,US,2021/11/29 17:23:09+00,31.56729412,-87.36995001,3372,,66,,Monroe,01099,"Monroe, Alabama, US",16263.9270727825,,,84001099,USA
-86.20969272,32.2206831,51,Alabama,US,2021/11/29 17:23:09+00,32.2206831,-86.20969272,34492,,781,,Montgomery,01101,"Montgomery, Alabama, US",15229.1973896841,,,84001101,USA
-86.85475946,34.4550058900001,52,Alabama,US,2021/11/29 17:23:09+00,34.45500589,-86.85475946,22459,,406,,Morgan,01103,"Morgan, Alabama, US",18766.0324701911,,,84001103,USA
-87.29770589,32.6404834100001,54,Alabama,US,2021/11/29 17:23:09+00,32.64048341,-87.29770589,1418,,40,,Perry,01105,"Perry, Alabama, US",15891.5163061751,,,84001105,USA
-88.08818103,33.28094866,55,Alabama,US,2021/11/29 17:23:09+00,33.28094866,-88.08818103,3331,,88,,Pickens,01107,"Pickens, Alabama, US",16713.4972403412,,,84001107,USA
-85.9408295,31.80396383,56,Alabama,US,2021/11/29 17:23:09+00,31.80396383,-85.9408295,5119,,109,,Pike,01109,"Pike, Alabama, US",15458.7183668539,,,84001109,USA
-85.45708831,33.2952673400001,57,Alabama,US,2021/11/29 17:23:09+00,33.29526734,-85.45708831,3348,,67,,Randolph,01111,"Randolph, Alabama, US",14734.6184314761,,,84001111,USA
-85.1841532399999,32.2872525600001,58,Alabama,US,2021/11/29 17:23:09+00,32.28725256,-85.18415324,7081,,65,,Russell,01113,"Russell, Alabama, US",12216.8354583254,,,84001113,USA
-86.66232561,33.2687984500001,59,Alabama,US,2021/11/29 17:23:09+00,33.26879845,-86.66232561,38338,,368,,Shelby,01117,"Shelby, Alabama, US",17610.3113430285,,,84001117,USA
-86.3102937199999,33.71902176,60,Alabama,US,2021/11/29 17:23:09+00,33.71902176,-86.31029372,16884,,358,,St. Clair,01115,"St. Clair, Alabama, US",18862.2754491018,,,84001115,USA
-88.19916205,32.5911739700001,61,Alabama,US,2021/11/29 17:23:09+00,32.59117397,-88.19916205,1392,,41,,Sumter,01119,"Sumter, Alabama, US",11201.4162710228,,,84001119,USA
-86.16886178,33.37823223,62,Alabama,US,2021/11/29 17:23:09+00,33.37823223,-86.16886178,14196,,299,,Talladega,01121,"Talladega, Alabama, US",17749.8812173348,,,84001121,USA
-85.79833053,32.8669825800001,63,Alabama,US,2021/11/29 17:23:09+00,32.86698258,-85.79833053,7256,,201,,Tallapoosa,01123,"Tallapoosa, Alabama, US",17975.0786533555,,,84001123,USA
-87.5255681799999,33.2872607200001,64,Alabama,US,2021/11/29 17:23:09+00,33.28726072,-87.52556818,36022,,641,,Tuscaloosa,01125,"Tuscaloosa, Alabama, US",17206.1808889207,,,84001125,USA
-87.3002717699999,33.80270512,66,Alabama,US,2021/11/29 17:23:09+00,33.80270512,-87.30027177,12030,,380,,Walker,01127,"Walker, Alabama, US",18938.6187245163,,,84001127,USA
-88.20689944,31.4092794000001,67,Alabama,US,2021/11/29 17:23:09+00,31.4092794,-88.20689944,2570,,52,,Washington,01129,"Washington, Alabama, US",15741.7616072522,,,84001129,USA
-87.3089111799999,31.9877321500001,68,Alabama,US,2021/11/29 17:23:09+00,31.98773215,-87.30891118,1774,,38,,Wilcox,01131,"Wilcox, Alabama, US",17102.0919695363,,,84001131,USA
-87.37325922,34.15030532,69,Alabama,US,2021/11/29 17:23:09+00,34.15030532,-87.37325922,4780,,110,,Winston,01133,"Winston, Alabama, US",20229.379152736,,,84001133,USA
-161.9722021,55.3222241400001,70,Alaska,US,2021/11/29 17:23:09+00,55.32222414,-161.9722021,450,,3,,Aleutians East,02013,"Aleutians East, Alaska, US",13485.1663170512,,,84002013,USA
-174.1596,52.3233000000001,71,Alaska,US,2021/11/29 17:23:09+00,52.3233,-174.1596,945,,2,,Aleutians West,02016,"Aleutians West, Alaska, US",16773.1629392971,,,84002016,USA
-149.1426986,61.14998174,72,Alaska,US,2021/11/29 17:23:09+00,61.14998174,-149.1426986,61010,,399,,Anchorage,02020,"Anchorage, Alaska, US",21184.0277777778,,,84002020,USA
-159.8561831,60.9098045100001,73,Alaska,US,2021/11/29 17:23:09+00,60.90980451,-159.8561831,6711,,27,,Bethel,02050,"Bethel, Alaska, US",36500.598281301,,,84002050,USA
-156.2140589,58.6240333700001,75,Alaska,US,2021/11/29 17:23:09+00,58.62403337,-156.2140589,543,,1,,Bristol Bay plus Lake and Peninsula,02164,"Bristol Bay plus Lake and Peninsula, Alaska, US",22364.0856672158,,,84002164,USA
-149.9,61.16666,76,Alaska,US,2021/11/29 17:23:09+00,61.16666,-149.9,1224,,8,,Chugach,02063,"Chugach, Alaska, US",18130.6473115094,,,84002063,USA
-162.8905196,60.3886000000001,77,Alaska,US,2021/11/29 17:23:09+00,60.3886,-162.8905196,670,,2,,Copper River,02066,"Copper River, Alaska, US",24824.0088921823,,,84002066,USA
-150.0076108,63.6726404400001,78,Alaska,US,2021/11/29 17:23:09+00,63.67264044,-150.0076108,293,,1,,Denali,02068,"Denali, Alaska, US",13972.3414401526,,,84002068,USA
-158.2381942,59.79603738,79,Alaska,US,2021/11/29 17:23:09+00,59.79603738,-158.2381942,943,,8,,Dillingham,02070,"Dillingham, Alaska, US",19182.2620016273,,,84002070,USA
-146.5692662,64.8072624700001,80,Alaska,US,2021/11/29 17:23:09+00,64.80726247,-146.5692662,17087,,107,,Fairbanks North Star,02090,"Fairbanks North Star, Alaska, US",17642.9286827949,,,84002090,USA
-135.4679843,59.09893571,81,Alaska,US,2021/11/29 17:23:09+00,59.09893571,-135.4679843,239,,1,,Haines,02100,"Haines, Alaska, US",9446.64031620553,,,84002100,USA
-134.200436,58.4503181100001,82,Alaska,US,2021/11/29 17:23:09+00,58.45031811,-134.200436,4152,,14,,Juneau,02110,"Juneau, Alaska, US",12985.5507599925,,,84002110,USA
-151.5388884,60.2442972200001,83,Alaska,US,2021/11/29 17:23:09+00,60.24429722,-151.5388884,11847,,68,,Kenai Peninsula,02122,"Kenai Peninsula, Alaska, US",20179.5326020304,,,84002122,USA
-130.975561,55.5744500800001,84,Alaska,US,2021/11/29 17:23:09+00,55.57445008,-130.975561,2027,,13,,Ketchikan Gateway,02130,"Ketchikan Gateway, Alaska, US",14581.6847708798,,,84002130,USA
-153.7493579,57.65529415,85,Alaska,US,2021/11/29 17:23:09+00,57.65529415,-153.7493579,2689,,9,,Kodiak Island,02150,"Kodiak Island, Alaska, US",20687.7981227881,,,84002150,USA
-163.3967883,62.1542916000001,86,Alaska,US,2021/11/29 17:23:09+00,62.1542916,-163.3967883,2222,,9,,Kusilvak,02158,"Kusilvak, Alaska, US",26726.0043300457,,,84002158,USA
-149.5741743,62.31305045,87,Alaska,US,2021/11/29 17:23:09+00,62.31305045,-149.5741743,24128,,148,,Matanuska-Susitna,02170,"Matanuska-Susitna, Alaska, US",22275.3584386569,,,84002170,USA
-164.0353804,64.90320724,88,Alaska,US,2021/11/29 17:23:09+00,64.90320724,-164.0353804,2172,,2,,Nome,02180,"Nome, Alaska, US",21711.3154738105,,,84002180,USA
-153.4836093,69.3147921600001,89,Alaska,US,2021/11/29 17:23:09+00,69.31479216,-153.4836093,2866,,8,,North Slope,02185,"North Slope, Alaska, US",29149.7152156225,,,84002185,USA
-159.7503946,67.04919196,90,Alaska,US,2021/11/29 17:23:09+00,67.04919196,-159.7503946,2247,,10,,Northwest Arctic,02188,"Northwest Arctic, Alaska, US",29484.3196430915,,,84002188,USA
-132.9540995,57.13978948,91,Alaska,US,2021/11/29 17:23:09+00,57.13978948,-132.9540995,492,,3,,Petersburg,02195,"Petersburg, Alaska, US",15064.2988364972,,,84002195,USA
-133.0511621,55.7626198400001,92,Alaska,US,2021/11/29 17:23:09+00,55.76261984,-133.0511621,595,,6,,Prince of Wales-Hyder,02198,"Prince of Wales-Hyder, Alaska, US",9592.1328389489,,,84002198,USA
-135.3206587,57.24124555,93,Alaska,US,2021/11/29 17:23:09+00,57.24124555,-135.3206587,1230,,5,,Sitka,02220,"Sitka, Alaska, US",14482.5150123631,,,84002220,USA
-135.3337748,59.56149996,94,Alaska,US,2021/11/29 17:23:09+00,59.56149996,-135.3337748,89,,0,,Skagway,02230,"Skagway, Alaska, US",7523.24598478445,,,84002230,USA
-143.2127643,63.8769209500001,95,Alaska,US,2021/11/29 17:23:09+00,63.87692095,-143.2127643,1378,,12,,Southeast Fairbanks,02240,"Southeast Fairbanks, Alaska, US",19991.2955171914,,,84002240,USA
,,96,Alaska,US,2021/11/29 17:23:09+00,,,536,,1,,Unassigned,90002,"Unassigned, Alaska, US",,,,84090002,USA
-132.0583731,56.3202004,98,Alaska,US,2021/11/29 17:23:09+00,56.3202004,-132.0583731,220,,0,,Wrangell,02275,"Wrangell, Alaska, US",8792.965627498,,,84002275,USA
-140.3601451,59.8909808000001,99,Alaska,US,2021/11/29 17:23:09+00,59.8909808,-140.3601451,283,,3,,Yakutat,02282,"Yakutat, Alaska, US",10377.7044371104,,,84002282,USA
-151.3907387,65.5081545900001,100,Alaska,US,2021/11/29 17:23:09+00,65.50815459,-151.3907387,799,,7,,Yukon-Koyukuk,02290,"Yukon-Koyukuk, Alaska, US",15277.2466539197,,,84002290,USA
-109.4892383,35.3946500600001,101,Arizona,US,2021/11/29 17:23:09+00,35.39465006,-109.4892383,15251,,509,,Apache,04001,"Apache, Arizona, US",21215.2405859196,,,84004001,USA
-109.7516088,31.87934684,102,Arizona,US,2021/11/29 17:23:09+00,31.87934684,-109.7516088,17993,,388,,Cochise,04003,"Cochise, Arizona, US",14289.0043042518,,,84004003,USA
-111.7707178,35.8388342900001,103,Arizona,US,2021/11/29 17:23:09+00,35.83883429,-111.7707178,25268,,383,,Coconino,04005,"Coconino, Arizona, US",17611.3078145474,,,84004005,USA
-110.8132779,33.80190085,104,Arizona,US,2021/11/29 17:23:09+00,33.80190085,-110.8132779,11031,,277,,Gila,04007,"Gila, Arizona, US",20420.9707875153,,,84004007,USA
-109.8882178,32.9316688500001,105,Arizona,US,2021/11/29 17:23:09+00,32.93166885,-109.8882178,8478,,131,,Graham,04009,"Graham, Arizona, US",21829.698483405,,,84004009,USA
-109.2405279,33.21498827,106,Arizona,US,2021/11/29 17:23:09+00,33.21498827,-109.2405279,1356,,22,,Greenlee,04011,"Greenlee, Arizona, US",14276.6898294378,,,84004011,USA
-113.9810029,33.72854224,107,Arizona,US,2021/11/29 17:23:09+00,33.72854224,-113.9810029,3386,,102,,La Paz,04012,"La Paz, Arizona, US",16041.3113511465,,,84004012,USA
-112.4918154,33.34835867,108,Arizona,US,2021/11/29 17:23:09+00,33.34835867,-112.4918154,797681,,12742,,Maricopa,04013,"Maricopa, Arizona, US",17783.8879532636,,,84004013,USA
-113.7577902,35.70471703,109,Arizona,US,2021/11/29 17:23:09+00,35.70471703,-113.7577902,35865,,1044,,Mohave,04015,"Mohave, Arizona, US",16903.0214769466,,,84004015,USA
-110.3218983,35.3997715,110,Arizona,US,2021/11/29 17:23:09+00,35.3997715,-110.3218983,24371,,675,,Navajo,04017,"Navajo, Arizona, US",21970.8989939057,,,84004017,USA
-111.7890033,32.0971334000001,112,Arizona,US,2021/11/29 17:23:09+00,32.0971334,-111.7890033,158853,,2883,,Pima,04019,"Pima, Arizona, US",15168.1643573489,,,84004019,USA
-111.3449483,32.9052562700001,113,Arizona,US,2021/11/29 17:23:09+00,32.90525627,-111.3449483,80395,,1163,,Pinal,04021,"Pinal, Arizona, US",17371.8476454713,,,84004021,USA
-110.8479088,31.5250899800001,114,Arizona,US,2021/11/29 17:23:09+00,31.52508998,-110.8479088,9827,,196,,Santa Cruz,04023,"Santa Cruz, Arizona, US",21134.2423330036,,,84004023,USA
-112.5538588,34.5993392600001,116,Arizona,US,2021/11/29 17:23:09+00,34.59933926,-112.5538588,32381,,787,,Yavapai,04025,"Yavapai, Arizona, US",13773.3465476246,,,84004025,USA
-113.9066674,32.76895712,117,Arizona,US,2021/11/29 17:23:09+00,32.76895712,-113.9066674,42712,,927,,Yuma,04027,"Yuma, Arizona, US",19978.7639098729,,,84004027,USA
-91.37277296,34.2914515100001,118,Arkansas,US,2021/11/29 17:23:09+00,34.29145151,-91.37277296,3540,,60,,Arkansas,05001,"Arkansas, Arkansas, US",20244.7672423653,,,84005001,USA
-91.7698470999999,33.1915346100001,119,Arkansas,US,2021/11/29 17:23:09+00,33.19153461,-91.7698471,3222,,49,,Ashley,05003,"Ashley, Arkansas, US",16391.1074935138,,,84005003,USA
-92.3378287199999,36.2878438500001,120,Arkansas,US,2021/11/29 17:23:09+00,36.28784385,-92.33782872,6124,,187,,Baxter,05005,"Baxter, Arkansas, US",14604.5979204426,,,84005005,USA
-94.2568081699999,36.3364465600001,121,Arkansas,US,2021/11/29 17:23:09+00,36.33644656,-94.25680817,43811,,629,,Benton,05007,"Benton, Arkansas, US",15694.9355343715,,,84005007,USA
-93.09374925,36.3084504,122,Arkansas,US,2021/11/29 17:23:09+00,36.3084504,-93.09374925,6441,,131,,Boone,05009,"Boone, Arkansas, US",17207.2023936739,,,84005009,USA
-92.15980837,33.4675580800001,123,Arkansas,US,2021/11/29 17:23:09+00,33.46755808,-92.15980837,2011,,41,,Bradley,05011,"Bradley, Arkansas, US",18684.3816779708,,,84005011,USA
-92.49974403,33.5559879200001,124,Arkansas,US,2021/11/29 17:23:09+00,33.55598792,-92.49974403,605,,8,,Calhoun,05013,"Calhoun, Arkansas, US",11659.2792445558,,,84005013,USA
-93.5427026099999,36.3403856,125,Arkansas,US,2021/11/29 17:23:09+00,36.3403856,-93.54270261,4403,,75,,Carroll,05015,"Carroll, Arkansas, US",15514.4467935166,,,84005015,USA
-91.29539209,33.2645897300001,126,Arkansas,US,2021/11/29 17:23:09+00,33.26458973,-91.29539209,2033,,47,,Chicot,05017,"Chicot, Arkansas, US",20092.9037359162,,,84005017,USA
-93.17484713,34.0461343200001,127,Arkansas,US,2021/11/29 17:23:09+00,34.04613432,-93.17484713,3367,,61,,Clark,05019,"Clark, Arkansas, US",15085.1254480287,,,84005019,USA
-90.4148172,36.3682621200001,128,Arkansas,US,2021/11/29 17:23:09+00,36.36826212,-90.4148172,2802,,74,,Clay,05021,"Clay, Arkansas, US",19256.4084942616,,,84005021,USA
-92.0264001899999,35.53864922,129,Arkansas,US,2021/11/29 17:23:09+00,35.53864922,-92.02640019,3955,,95,,Cleburne,05023,"Cleburne, Arkansas, US",15871.4234118544,,,84005023,USA
-92.1853704499999,33.89723187,130,Arkansas,US,2021/11/29 17:23:09+00,33.89723187,-92.18537045,1440,,33,,Cleveland,05025,"Cleveland, Arkansas, US",18099.5475113122,,,84005025,USA
-93.2264279299999,33.2123070100001,131,Arkansas,US,2021/11/29 17:23:09+00,33.21230701,-93.22642793,3410,,74,,Columbia,05027,"Columbia, Arkansas, US",14537.2383510253,,,84005027,USA
-92.7050656599999,35.26205537,132,Arkansas,US,2021/11/29 17:23:09+00,35.26205537,-92.70506566,3249,,46,,Conway,05029,"Conway, Arkansas, US",15585.723879881,,,84005029,USA
-90.63235729,35.8301828300001,133,Arkansas,US,2021/11/29 17:23:09+00,35.83018283,-90.63235729,22125,,249,,Craighead,05031,"Craighead, Arkansas, US",20053.1124243193,,,84005031,USA
-94.2446814,35.5892860100001,134,Arkansas,US,2021/11/29 17:23:09+00,35.58928601,-94.2446814,11030,,179,,Crawford,05033,"Crawford, Arkansas, US",17436.8054128397,,,84005033,USA
-90.30839406,35.2124731800001,135,Arkansas,US,2021/11/29 17:23:09+00,35.21247318,-90.30839406,8993,,180,,Crittenden,05035,"Crittenden, Arkansas, US",18752.9976019185,,,84005035,USA
-90.77185818,35.2963139600001,136,Arkansas,US,2021/11/29 17:23:09+00,35.29631396,-90.77185818,3035,,66,,Cross,05037,"Cross, Arkansas, US",18484.6823801693,,,84005037,USA
-92.65167437,33.9704276300001,137,Arkansas,US,2021/11/29 17:23:09+00,33.97042763,-92.65167437,1144,,19,,Dallas,05039,"Dallas, Arkansas, US",16321.8718790127,,,84005039,USA
-91.25500948,33.8301102500001,138,Arkansas,US,2021/11/29 17:23:09+00,33.83011025,-91.25500948,1941,,33,,Desha,05041,"Desha, Arkansas, US",17084.7636651703,,,84005041,USA
-91.7177792099999,33.5903500100001,139,Arkansas,US,2021/11/29 17:23:09+00,33.59035001,-91.71777921,2946,,55,,Drew,05043,"Drew, Arkansas, US",16169.9324880619,,,84005043,USA
-92.33717519,35.1471900700001,140,Arkansas,US,2021/11/29 17:23:09+00,35.14719007,-92.33717519,20255,,227,,Faulkner,05045,"Faulkner, Arkansas, US",16074.5037974081,,,84005045,USA
-93.89299569,35.51202821,141,Arkansas,US,2021/11/29 17:23:09+00,35.51202821,-93.89299569,2806,,55,,Franklin,05047,"Franklin, Arkansas, US",15839.6838837144,,,84005047,USA
-91.8172912699999,36.3817710500001,142,Arkansas,US,2021/11/29 17:23:09+00,36.38177105,-91.81729127,1873,,67,,Fulton,05049,"Fulton, Arkansas, US",15011.6213833454,,,84005049,USA
-93.1492160399999,34.57692074,143,Arkansas,US,2021/11/29 17:23:09+00,34.57692074,-93.14921604,16173,,399,,Garland,05051,"Garland, Arkansas, US",16272.9157024128,,,84005051,USA
-92.42320562,34.2901799100001,144,Arkansas,US,2021/11/29 17:23:09+00,34.29017991,-92.42320562,2910,,50,,Grant,05053,"Grant, Arkansas, US",15932.1105940323,,,84005053,USA
-90.5583266799999,36.1173546000001,145,Arkansas,US,2021/11/29 17:23:09+00,36.1173546,-90.55832668,10373,,125,,Greene,05055,"Greene, Arkansas, US",22885.8246001103,,,84005055,USA
-93.66935133,33.7332558300001,146,Arkansas,US,2021/11/29 17:23:09+00,33.73325583,-93.66935133,3008,,41,,Hempstead,05057,"Hempstead, Arkansas, US",13969.9052572915,,,84005057,USA
-92.95396325,34.3170925900001,147,Arkansas,US,2021/11/29 17:23:09+00,34.31709259,-92.95396325,7766,,109,,Hot Spring,05059,"Hot Spring, Arkansas, US",22996.061709751,,,84005059,USA
